iter	Logloss
184	0.4164881687
185	0.4161251264
186	0.4157176055
187	0.4152957208
188	0.4149231465
189	0.4146001249
190	0.4141538003
191	0.4137396566
192	0.4131876046
193	0.4129155636
194	0.4126064783
195	0.4122989773
196	0.4118972643
197	0.4113392041
198	0.4108028823
199	0.4104048353
200	0.410126719
201	0.4098576409
202	0.4093872319
203	0.4089799595
204	0.4086515613
205	0.408241792
206	0.4078288319
207	0.4075260638
208	0.4073239997
209	0.4070173706
210	0.406656308
211	0.4064728947
212	0.4059614492
213	0.4055719891
214	0.4052904962
215	0.4050081792
216	0.4047231544
217	0.4044184972
218	0.4041043505
219	0.4038714657
220	0.4035065513
221	0.4031641676
222	0.4029508955
223	0.4026752444
224	0.4023042166
225	0.4020033483
226	0.4017918581
227	0.401368818
228	0.4011010822
229	0.4007425969
230	0.4004745012
231	0.400185075
232	0.3999075228
233	0.3996218672
234	0.3993895484
235	0.3991614487
236	0.3989245467
237	0.3985556901
238	0.3982123731
239	0.3979154263
240	0.3976945185
241	0.397487553
242	0.3971633892
243	0.3968273711
244	0.396611371
245	0.3963443238
246	0.3960606525
247	0.3957819912
248	0.395518707
249	0.3953055228
250	0.395013687
251	0.3948056394
252	0.3944592557
253	0.3940909218
254	0.3938905247
255	0.3935441999
256	0.3933061379
257	0.3930525987
258	0.3927586127
259	0.392528065
260	0.3922101352
261	0.3919444329
262	0.3917431864
263	0.3914405363
264	0.3911474102
265	0.3909583977
266	0.3907605719
267	0.3903419227
268	0.3900215112
269	0.3897348566
270	0.3895994924
271	0.3893788011
272	0.389093419
273	0.3888065861
274	0.3885066218
275	0.3882957236
276	0.387980098
277	0.3877573844
278	0.3875266107
279	0.3873399492
280	0.3870238978
281	0.3866876444
282	0.3863887578
283	0.3862517064
284	0.3860703751
285	0.3858335978
286	0.3855987967
287	0.3853188354
288	0.3850892803
289	0.3848830836
290	0.3846500626
291	0.3843767028
292	0.3842221413
293	0.3840241655
294	0.3838616363
295	0.3836993733
296	0.3835179625
297	0.3832917276
298	0.3831264253
299	0.3829560507
300	0.382774437
301	0.3826148434
302	0.3824835738
303	0.3822309253
304	0.3819596724
305	0.3817880225
306	0.3815035627
307	0.3813405209
308	0.3811205727
309	0.3807924847
310	0.3805906589
311	0.3802999015
312	0.379926092
313	0.3796450602
314	0.3793321386
315	0.3792033366
316	0.3789889451
317	0.3787857049
318	0.3785510298
319	0.3784155
320	0.3782591708
321	0.3781174448
322	0.3779308689
323	0.3777498057
324	0.3775753392
325	0.3773922368
326	0.3772519122
327	0.3771435639
328	0.377086629
329	0.3769386996
330	0.3767948663
331	0.3765811413
332	0.3764478633
333	0.3763065453
334	0.3761205121
335	0.3758981252
336	0.3756647301
337	0.3755008954
338	0.3752619326
339	0.3751631367
340	0.3748567546
341	0.374579164
342	0.3743832378
343	0.3742221168
344	0.3740041712
345	0.373871479
346	0.3736153248
347	0.3734139325
348	0.3732841039
349	0.3730374489
350	0.3728535727
351	0.3727285914
352	0.3725391743
353	0.3723865198
354	0.3721375173
355	0.372124799
356	0.3718969245
357	0.3717322563
358	0.3716145296
359	0.3714828249
360	0.3713098418
361	0.3711596137
362	0.3709769803
363	0.3708266315
364	0.3706026729
365	0.3703717603
366	0.3701413979
367	0.3700235036
368	0.3699879398
369	0.3698606163
370	0.3697487801
371	0.3694597811
372	0.3693345282
373	0.3691817002
374	0.369142239
375	0.3689873683
376	0.3688786992
377	0.3687901603
378	0.3686385939
379	0.3683339383
380	0.3681749101
381	0.3680694168
382	0.3679509234
383	0.3678372136
384	0.36765149
385	0.3675998731
386	0.3674838313
387	0.3673881195
388	0.3672303289
389	0.3669667612
390	0.366813306
391	0.3666415039
392	0.3665157343
393	0.3663829115
394	0.3662522836
395	0.3661126514
396	0.3659562045
397	0.3658413103
398	0.3656148174
399	0.3655149338
400	0.3653686164
401	0.3652908296
402	0.3650352141
403	0.3648292853
404	0.3646584903
405	0.3644096853
406	0.3643016543
407	0.3641663797
408	0.364083685
409	0.363928022
410	0.3637936338
411	0.3636372105
412	0.3635209322
413	0.3634110021
414	0.3632406024
415	0.3631008981
416	0.362955502
417	0.362874331
418	0.3627458621
419	0.362651508
420	0.3624599479
421	0.3623577468
422	0.36209591
423	0.3618945276
424	0.3616811357
425	0.3615330209
426	0.3613786906
427	0.3612137447
428	0.3609912554
429	0.360867507
430	0.3607212527
431	0.36063291
432	0.3605490133
433	0.3603941435
434	0.3601905331
435	0.3600899389
436	0.3600208784
437	0.3598918866
438	0.3598356049
439	0.3597071927
440	0.3595721618
441	0.3593647675
442	0.3592387681
443	0.3591507506
444	0.3590088309
445	0.35888007
446	0.3587441548
447	0.3585972498
448	0.3584332416
449	0.3582198222
450	0.3580830711
451	0.3579495657
452	0.3577601175
453	0.3575754913
454	0.357468855
455	0.3573373015
456	0.3571850721
457	0.3570547617
458	0.3569349369
459	0.3568120514
460	0.3566924312
461	0.3565482462
462	0.3564761128
463	0.3563140466
464	0.3561699628
465	0.3559706572
466	0.3558977227
467	0.3557077375
468	0.3556208735
469	0.3555116038
470	0.3554130153
471	0.3553490868
472	0.3552287671
473	0.3551139854
474	0.3549742932
475	0.3548700941
476	0.3547700078
477	0.3545346866
478	0.3544082441
479	0.3543256036
480	0.3541318441
481	0.3539566377
482	0.3538558387
483	0.3537360603
484	0.3535396441
485	0.3534240656
486	0.3533123614
487	0.3530506121
488	0.352950088
489	0.3528264173
490	0.3527075821
491	0.3526231763
492	0.3525118325
493	0.3522738293
494	0.3521892341
495	0.3521205971
496	0.3520464724
497	0.351956968
498	0.3518762312
499	0.3516786791
500	0.3515608608
501	0.3514852431
502	0.3513040589
503	0.3512225892
504	0.3511451086
505	0.3510236234
506	0.3509123805
507	0.3507711833
508	0.3506779042
509	0.3505833404
510	0.3504814654
511	0.3503592975
512	0.3502429933
513	0.3501634278
514	0.3500720149
515	0.3499898735
516	0.3498621624
517	0.3497395257
518	0.3496338867
519	0.349487856
520	0.3493743171
521	0.349178127
522	0.3490689809
523	0.3489124842
524	0.3488194409
525	0.3487715869
526	0.34862605
527	0.3484502618
528	0.3482349206
529	0.3481633973
530	0.3480561919
531	0.3478776534
532	0.3477724254
533	0.3476936888
534	0.3475219775
535	0.3473826215
536	0.3472631999
537	0.3470890113
538	0.3470015311
539	0.3468662905
540	0.3467821203
541	0.3466704394
542	0.3465779958
543	0.3464835908
544	0.3463846857
545	0.3462554841
546	0.3461747606
547	0.3460765015
548	0.3460050397
549	0.3458474546
550	0.3457567628
551	0.3456531399
552	0.345570246
553	0.3454783516
554	0.3453856869
555	0.345284433
556	0.3451398527
557	0.3450466554
558	0.3449545048
559	0.3448540165
560	0.344712693
561	0.3446202223
562	0.3444863479
563	0.3443993751
564	0.3443312698
565	0.3442288047
566	0.3441131939
567	0.3439874003
568	0.3438823253
569	0.3438490108
570	0.3437688933
571	0.3436039063
572	0.3434741087
573	0.3433268925
574	0.3432222295
575	0.3431072537
576	0.3430507057
577	0.3429385178
578	0.3428581447
579	0.3427498189
580	0.3425786064
581	0.3424987038
582	0.3423270087
583	0.3422516046
584	0.3421325998
585	0.3420383344
586	0.3419424999
587	0.3418333401
588	0.3416920405
589	0.3415306978
590	0.3414624342
591	0.3413155872
592	0.3411454703
593	0.3410586257
594	0.3409634768
595	0.3408906895
596	0.340798853
597	0.3406216527
598	0.3405314403
599	0.340467415
600	0.3403876921
601	0.3403133128
602	0.3402457969
603	0.3401544228
604	0.3401047952
605	0.3399697425
606	0.3398401781
607	0.3397420449
608	0.3396298245
609	0.339499531
610	0.3393679336
611	0.339270461
612	0.3390988222
613	0.3390086766
614	0.3389588802
615	0.3388011674
616	0.3387118259
617	0.3386483468
618	0.338519535
619	0.3383609652
620	0.3382920473
621	0.3382203093
622	0.338161723
623	0.3380950254
624	0.3379841947
625	0.337891764
626	0.3377897911
627	0.3377772258
628	0.3376522898
629	0.3375200501
630	0.3374517965
631	0.3372902216
632	0.3371918442
633	0.3370867536
634	0.3370141757
635	0.336931555
636	0.3368385472
637	0.3367418351
638	0.3365807393
639	0.3365027822
640	0.3364119245
641	0.3363242012
642	0.3361783421
643	0.3360827342
644	0.3359501831
645	0.3358954603
646	0.33581039
647	0.3356490894
648	0.3354964545
649	0.3354324782
650	0.3353316989
651	0.3351751822
652	0.3351172073
653	0.3350010902
654	0.3349251742
655	0.3348440737
656	0.3347783094
657	0.3347010788
658	0.33463154
659	0.3345602481
660	0.3344347685
661	0.3343726037
662	0.3342144236
663	0.3340657779
664	0.3338898407
665	0.3337997296
666	0.333752108
667	0.3336593327
668	0.3334103747
669	0.3332791242
670	0.3332146415
671	0.3331098393
672	0.3330594166
673	0.3329737968
674	0.3328667951
675	0.3327670521
676	0.3327013859
677	0.3326447932
678	0.3325573384
679	0.3324976332
680	0.3324504896
681	0.3323444673
682	0.3322780775
683	0.3322332416
684	0.332172188
685	0.332096137
686	0.3319683685
687	0.3318310024
688	0.3317393932
689	0.331658131
690	0.3315993158
691	0.3315426092
692	0.3314232906
693	0.3313488444
694	0.3312631998
695	0.3311818151
696	0.3310177829
697	0.3309195178
698	0.3308484256
699	0.3307630827
700	0.3306955324
701	0.3305983913
702	0.3305346941
703	0.3304799012
704	0.3303809855
705	0.3303093921
706	0.3301539875
707	0.3300312961
708	0.3299186627
709	0.3297266323
710	0.3296000122
711	0.3295047337
712	0.3294078616
713	0.3292698367
714	0.3291674434
715	0.3290488067
716	0.3289782836
717	0.3289212247
718	0.3287735638
719	0.3286863879
720	0.3286388029
721	0.3285925234
722	0.3285349904
723	0.3284216815
724	0.3282718034
725	0.3281933552
726	0.3281046569
727	0.3280647287
728	0.327962894
729	0.3278730646
730	0.3278308203
731	0.3277782626
732	0.3276822441
733	0.3276243256
734	0.3275312374
735	0.3274692082
736	0.32739027
737	0.3272297776
738	0.3271297144
739	0.3270664423
740	0.3270170103
741	0.3269105446
742	0.326845747
743	0.3267759269
744	0.3266884499
745	0.3266250109
746	0.3265586603
747	0.32647669
748	0.3264238864
749	0.3263579778
750	0.32618768
751	0.3260149193
752	0.3259522427
753	0.3258212731
754	0.325732078
755	0.3256165452
756	0.3254908358
757	0.3253950277
758	0.3253360575
759	0.325252451
760	0.3251817985
761	0.3250922579
762	0.3250106492
763	0.3249421443
764	0.324875648
765	0.3247589094
766	0.3246806788
767	0.3245562409
768	0.3244682003
769	0.3243860104
770	0.3242794679
771	0.3241602929
772	0.3241058402
773	0.3240313199
774	0.3239489718
775	0.3237647011
776	0.3236471864
777	0.3235707359
778	0.323509888
779	0.323458222
780	0.3233749577
781	0.3232406496
782	0.3231873521
783	0.3230678805
784	0.3229658695
785	0.322908738
786	0.322828813
787	0.322716565
788	0.3225998979
789	0.3224446502
790	0.3223848241
791	0.3223075283
792	0.3222184978
793	0.3221665447
794	0.3220762729
795	0.321983911
796	0.3219007144
797	0.3218477181
798	0.3217698977
799	0.3217028246
800	0.3216400197
801	0.3215693869
802	0.3214652971
803	0.3213668209
804	0.3212986188
805	0.3211965431
806	0.3211267933
807	0.3209856689
808	0.3209349582
809	0.3208254658
810	0.3207067973
811	0.3206429684
812	0.320525332
813	0.3204145058
814	0.3202962463
815	0.3202341463
816	0.3201602078
817	0.3200645854
818	0.319956889
819	0.3198910492
820	0.3197945508
821	0.3197188347
822	0.3196414143
823	0.3195532717
824	0.3194826815
825	0.3194148853
826	0.3193467939
827	0.3192827486
828	0.3191472686
829	0.3190788665
830	0.3190411465
831	0.3189312818
832	0.3188526495
833	0.3187532772
834	0.3186710363
835	0.3185596314
836	0.3184912863
837	0.3183848523
838	0.3182530617
839	0.3181289619
840	0.3180164797
841	0.3179517306
842	0.3178477536
843	0.317749431
844	0.3176506682
845	0.3175632743
846	0.3173903695
847	0.3173200385
848	0.3171730064
849	0.3170529937
850	0.316952393
851	0.3168678439
852	0.3167986787
853	0.3167024946
854	0.3165619376
855	0.316397299
856	0.3162723401
857	0.3162223083
858	0.3161344664
859	0.3160130483
860	0.3159400671
861	0.3158431027
862	0.3157321257
863	0.3156300163
864	0.3155831506
865	0.3154982948
866	0.3154469752
867	0.3153977328
868	0.3153297329
869	0.3152552279
870	0.3151991655
871	0.3151531589
872	0.3150757594
873	0.3149940435
874	0.3149434306
875	0.3148803415
876	0.3148246308
877	0.3147686776
878	0.3146775349
879	0.3146394492
880	0.314561167
881	0.3144592416
882	0.3144111896
883	0.3142724227
884	0.3142122262
885	0.3141232818
886	0.3140787145
887	0.3139697277
888	0.3139254603
889	0.313840303
890	0.3137682958
891	0.3136572642
892	0.3135460211
893	0.3134826059
894	0.313416462
895	0.3132727216
896	0.3131841743
897	0.3131270619
898	0.313032871
899	0.3129649243
900	0.3128586841
901	0.3127429598
902	0.312629791
903	0.3125468204
904	0.3124553297
905	0.3123698033
906	0.3122604231
907	0.3121867008
908	0.3121032698
909	0.3120434707
910	0.3119689658
911	0.3118777904
912	0.3117944071
913	0.3117206697
914	0.3116396527
915	0.3115386023
916	0.3114258991
917	0.3113339863
918	0.3112582904
919	0.3111236918
920	0.3110528264
921	0.3109825242
922	0.3109141069
923	0.310838464
924	0.310717654
925	0.3106802032
926	0.3105875167
927	0.3104647751
928	0.310420699
929	0.3103253437
930	0.310244996
931	0.3101474091
932	0.3100935535
933	0.3100406428
934	0.3099887258
935	0.3099323893
936	0.3098268492
937	0.3097643167
938	0.3097031278
939	0.3096167109
940	0.3095313279
941	0.3094782792
942	0.3093931562
943	0.3093468592
944	0.3092512412
945	0.3091795346
946	0.3090556321
947	0.3089896599
948	0.3088482382
949	0.3087724028
950	0.3086946605
951	0.3085874459
952	0.3085318162
953	0.3084769837
954	0.3083333273
955	0.3082363227
956	0.3081452403
957	0.3080971786
958	0.3080215325
959	0.3079527657
960	0.307817251
961	0.3076833965
962	0.3075554993
963	0.3074535967
964	0.3073352229
965	0.3072791246
966	0.3071463582
967	0.3070545143
968	0.3070176249
969	0.3069183859
970	0.3068566723
971	0.3067503292
972	0.306673736
973	0.3065265374
974	0.3064215625
975	0.3063556452
976	0.3062498495
977	0.3062001353
978	0.3061203815
979	0.3060004255
980	0.3058565976
981	0.3057916318
982	0.3057250606
983	0.3056149802
984	0.3055513894
985	0.3054446071
986	0.3052699726
987	0.3051931656
988	0.305088515
989	0.3049481999
990	0.3048705298
991	0.3047701574
992	0.3046638524
993	0.3045839665
994	0.3044823291
995	0.3044343084
996	0.3043191947
997	0.3042856014
998	0.3042266069
999	0.304162006
1000	0.3040933632
1001	0.3040352108
1002	0.303965561
1003	0.3039121648
1004	0.3038362716
1005	0.3037689486
1006	0.303697507
1007	0.3036045338
1008	0.3035223973
1009	0.3033730079
1010	0.3033118696
1011	0.3032363369
1012	0.30313759
1013	0.3030680831
1014	0.302977889
1015	0.3029168515
1016	0.3028419103
1017	0.3027229536
1018	0.302634941
1019	0.3025499887
1020	0.3024764782
1021	0.3024067388
1022	0.302360836
1023	0.3022749166
1024	0.3021601851
1025	0.3020671852
1026	0.301977755
1027	0.3017783699
1028	0.3016969245
1029	0.3016385894
1030	0.3015509824
1031	0.3014484066
1032	0.3013828115
1033	0.3012725386
1034	0.3011790394
1035	0.3011023207
1036	0.3010124412
1037	0.3009199262
1038	0.3008356392
1039	0.3007470869
1040	0.3006577282
1041	0.3005716889
1042	0.3005228174
1043	0.300448945
1044	0.3003939053
1045	0.3003344766
1046	0.3002574093
1047	0.3001900699
1048	0.3001323593
1049	0.3000846664
1050	0.2999969683
1051	0.2999471904
1052	0.2998545489
1053	0.2997304911
1054	0.299659203
1055	0.2995950368
1056	0.2995153192
1057	0.2994417636
1058	0.2993499224
1059	0.2992837633
1060	0.299160596
1061	0.2990568074
1062	0.2989714896
1063	0.2989161422
1064	0.2988490123
1065	0.2988021534
1066	0.2987580358
1067	0.2986734799
1068	0.2985309997
1069	0.2984768046
1070	0.2983473644
1071	0.298299307
1072	0.2981897517
1073	0.2981221926
1074	0.2979793896
1075	0.2978951805
1076	0.2978339475
1077	0.2977533981
1078	0.2977067347
1079	0.2975989645
1080	0.2975589061
1081	0.2974898761
1082	0.2974144724
1083	0.2973324503
1084	0.2972548172
1085	0.297173812
1086	0.2971283853
1087	0.2970670024
1088	0.2969906234
1089	0.2969366154
1090	0.2968741384
1091	0.2967944474
1092	0.2967373361
1093	0.2966477736
1094	0.2965629719
1095	0.2965204421
1096	0.296440647
1097	0.2963928736
1098	0.2962916466
1099	0.296240211
1100	0.2961344561
1101	0.296040824
1102	0.2960008906
1103	0.2958923549
1104	0.2958027406
1105	0.2956942627
1106	0.2956150297
1107	0.2955186523
1108	0.2954425064
1109	0.2953150186
1110	0.2951857702
1111	0.2951215204
1112	0.2950044697
1113	0.2949168
1114	0.2948269956
1115	0.2947067502
1116	0.2946283986
1117	0.2944857253
1118	0.2944350057
1119	0.2943364023
1120	0.2942663386
1121	0.2941589251
1122	0.2940865428
1123	0.294038127
1124	0.2939532246
1125	0.2938659811
1126	0.2937644815
1127	0.2936905525
1128	0.2936436933
1129	0.2935799932
1130	0.2935272318
1131	0.2934330761
1132	0.2932987235
1133	0.293218599
1134	0.2931695527
1135	0.2930986174
1136	0.2929827258
1137	0.2928469672
1138	0.2928108268
1139	0.2927522575
1140	0.292687297
1141	0.2925993114
1142	0.2925573736
1143	0.2924408158
1144	0.2923629977
1145	0.2923074507
1146	0.2922592197
1147	0.292219337
1148	0.2921704847
1149	0.2921162995
1150	0.2920247328
1151	0.2919478502
1152	0.2918864062
1153	0.2918105333
1154	0.291690456
1155	0.2916092179
1156	0.2915599906
1157	0.2914791344
1158	0.2914393745
1159	0.2913342684
1160	0.2911931762
1161	0.2911491148
1162	0.2910634301
1163	0.2909607724
1164	0.2908431499
1165	0.2907557996
1166	0.2906347995
1167	0.2905816278
1168	0.2905299679
1169	0.2904716019
1170	0.2904021224
1171	0.2903269391
1172	0.2901857192
1173	0.2901418822
1174	0.2900533416
1175	0.2899703396
1176	0.2898945028
1177	0.2898420868
1178	0.2897987669
1179	0.28969375
1180	0.2896002679
1181	0.2894679657
1182	0.2893572001
1183	0.2892849116
1184	0.2891761532
1185	0.2890976546
1186	0.2890154169
1187	0.2889332926
1188	0.2888665413
1189	0.2888259587
1190	0.2887850495
1191	0.2886965176
1192	0.2885557797
1193	0.2884758283
1194	0.2883906292
1195	0.2882754939
1196	0.2882391113
1197	0.288192007
1198	0.2880955256
1199	0.2880056349
